ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,CI_ICER,CI_ICERText,CI_Usable,CI_Type,CI_Lower,CI_Upper,CI_Difference,CI_Currency,CI_Notes,RatioUncertainty,ComparatorID,InterventionPhrase,ComparatorPhrase,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty
2017-01-02961,2017-01-02961-21,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,260,1,$182.56 - $400.50,1,95,182.56,400.50,217.94,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-22,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,650,1,$458.70 - $974.20,1,95,458.70,974.20,515.5,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-23,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,900,1,"$608.89 - $1,505.99",1,95,608.89,1505.99,897.1,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2013-01-00835,2013-01-00835-04,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,870,1,100 to 3000,1,95,100,3000,2900.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2012-01-01001,2012-01-01001-02,23185139,Population health impact and cost-effectiveness of tuberculosis diagnosis with Xpert MTB/RIF: a dynamic simulation and economic evaluation.,"Center for Health Decision Sciences, Harvard School of Public Health, Boston, Massachusetts, United States of America. nmenzies@fas.harvard.edu",2012,Menzies,Nicolas A,,1400,1,767-2276,1,95,767,2276,1509.0,USD,,,2,Xpert MTB/RIF automated DNA test to detect tuberculosis and rifampicin (RIF) resistance,Standard/Usual Care- Initial sputum smear and those diagnosed as smear positive are directed to treatment,1,0,7.0,0
2013-01-00773,2013-01-00773-03,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,52,1,$48/DALY averted ($15-$925),1,95,15,925,910.0,USD,,"ICS Specificity 91% ICER=$65, Nurses Wages Increased 25% ICER= $56, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $57, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $50.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2016-01-02819,2016-01-02819-03,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,9200,1,54000-73000,1,95,54000,73000,19000.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2016-01-02805,2016-01-02805-01,27518131,Moving Beyond GDP: Cost Effectiveness of Cochlear Implantation and Deaf Education in Latin America.,"*Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins UniversitySchool of Medicine daggerDepartment of International Health, Johns HopkinsBloomberg School of Public Health, Baltimore, Maryland, U.S.A. doubledaggerDivision of Head and Neck Surgery and Communication Sciences, Department",2016,Emmett,Susan D,,42000,1,24377-60313,1,95,24377,60313,35936.0,USD,,,4,Cochlear implant,Deaf education,1,0,5.0,0
2008-01-01715,2008-01-01715-04,19129940,Impact and cost-effectiveness of culture for diagnosis of tuberculosis in HIV-infected Brazilian adults.,"Center for Tuberculosis Research, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2008,Dowdy,David W,DW,2400,1,600-dominated,0,95,600,dominated,,USD,,,4,"Tuberculosis culture using the Mycobacteria Growth Indicator Tube, 8 patients/week","Tuberculosis culture using the solid media, 24 patients/week",1,0,6.0,0
2008-01-01715,2008-01-01715-03,19129940,Impact and cost-effectiveness of culture for diagnosis of tuberculosis in HIV-infected Brazilian adults.,"Center for Tuberculosis Research, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2008,Dowdy,David W,DW,500,1,198-1141,1,95,198,1141,943.0,USD,,,2,"Tuberculosis culture using the solid media, 24 patients/week",Standard/Usual Care,1,0,6.0,0
2008-01-01715,2008-01-01715-02,19129940,Impact and cost-effectiveness of culture for diagnosis of tuberculosis in HIV-infected Brazilian adults.,"Center for Tuberculosis Research, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2008,Dowdy,David W,DW,3300,1,680-dominated,0,95,680,dominated,,USD,,,4,"Tuberculosis culture using the Mycobacteria Growth Indicator Tube, 8 patients/week","Tuberculosis culture using the solid media, 8 patients/week",1,0,6.0,0
2007-01-00125,2007-01-00125-02,17612464,Potential cost-effectiveness of vaccination for rotavirus gastroenteritis in eight Latin American and Caribbean countries.,"Department of Global Health, Rollins School of Public Health, Emory University, Atlanta, Georgia 30322, USA. rrheing@sph.emory.edu",2007,Rheingans,Richard D,RD,2000,1,"ICER = 1196, Range = 1003 to 1576",1,range,1003,1576,573.0,USD,,"Rotavirus Mortality Rate +20%  ICER =998 ; Incidence of hospitalization for rotavirus -20% ICER = 1240, +20% ICER = 1151;  Incidence of outpatient visits for rotavirus -20% ICER = 1213 , + 20% ICER= 1178 ;  Efficacy against rotavirus hospitalization 70% ICER =1235, 94% ICER = 1172 ; Direct medical costs, hospitalization -20% ICER =1240 , +20% ICER = 1151 ; Direct medical costs, outpatient visits -20% ICER = 1213 , +20%= 1178",2,Rotarix vaccine,Standard/Usual Care- No universal vaccination and current use of oral rehydration therapy,1,0,6.5,0
2008-01-01715,2008-01-01715-01,19129940,Impact and cost-effectiveness of culture for diagnosis of tuberculosis in HIV-infected Brazilian adults.,"Center for Tuberculosis Research, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2008,Dowdy,David W,DW,1200,1,469-2642,1,95,469,2642,2173.0,USD,,"Specificity of clinician diagnosis for TB. Relative duration of treatment for NTM vs TB, Prevalence of TB among TB suspcets, cost per culture, proportion of culture-positive TB patients treated, sensitivity of culture for smear-negative TB, number of spcimens per year",2,"Tuberculosis culture using the solid media, 8 patients/week",Standard/Usual Care,1,0,6.0,0
2017-01-02961,2017-01-02961-24,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,120,1,$89.59 - $183.16,1,95,89.59,183.16,93.57,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2014-01-02080,2014-01-02080-01,25517809,Cost-effectiveness of tuberculosis screening and isoniazid treatment in the TB/HIV in Rio (THRio) Study.,"Department of Population Family and Reproductive Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA.",2014,Azadi,M,,2900,1,$1779 - $3135,1,95,1779,3135,1356.0,USD,,,2,Tuberculin skin test (TST) followed by isoniazid preventive therapy (IPT) for positive TST (no evidence of active tuberculosis),Standard/Usual Care,1,0,5.5,0
2007-01-00176,2007-01-00176-01,17217126,The cost-effectiveness of DOTS in urban Brazil.,"Johns Hopkins School of Medicine, Baltimore, USA. mohanci@yahoo.com",2007,Mohan,C I,CI,110,1,74-100,1,95,74,100,26.0,USD,,1.New infections not captured by the intervention 2. TB case fatality rate 3. TB cure rates in DOTS and SAT,4,Visit the health center three times weekly during the first 2 months (of tuberculosis treatment) of intensive treatment and twice weekly thereafter for supervised medication intake,Patients in SAT (self-adminstered therapy) program. Visit health center every month to receive a 1-month supply of medication,1,0,5.5,0
2017-01-02961,2017-01-02961-25,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,11000,1,"$8,106.95 - $16.944.36",1,95,8106.95,16944.36,8837.41,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-26,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,180,1,$132.71 - $273.84,1,95,132,273.84,141.84,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02395,2016-01-02395-01,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,100,1,40.39-377.40,1,95,40.39,377.40,337.01,USD,,,2,Antivenom for snakebite,Standard/Usual Care,0,0,5.5,0
2013-01-00835,2013-01-00835-05,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,32000,1,16900 to 63900,1,95,16900,63900,47000.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2016-01-02819,2016-01-02819-04,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,290,1,197-497,1,95,197,497,300.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00773,2013-01-00773-04,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,20,1,$18/DALY averted ($6-$189),1,91,6,189,183.0,USD,,"ICS Specificity 91% ICER=$25, Nurses Wages Increased 25% ICER= $20, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $22, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $19.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-02961,2017-01-02961-27,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,100,1,$70.00 - $161.00,1,95,70,161,91.0,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-03707,2017-01-03707-02,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,720,1,"$388-$1,201",1,95,388,1201,813.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2013-01-00773,2013-01-00773-05,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,7,1,$6/DALY averted ($3-$20),1,91,3,20,17.0,USD,,"ICS Specificity 91% ICER=$9, Nurses Wages Increased 25% ICER= $7, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $8, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $7.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-03707,2017-01-03707-03,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,770,1,"$393-$1,359",1,95,393,1359,966.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2017-01-02961,2017-01-02961-28,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,200,1,$119.79 - $412.56,1,95,119.79,412.56,292.77,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2013-01-00835,2013-01-00835-06,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,6200,1,2900 to 13500,1,95,2900,13500,10600.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2016-01-02819,2016-01-02819-05,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,360,1,241-607,1,95,241,607,366.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00773,2013-01-00773-07,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,14,1,$13/DALY averted ($5-$74),1,91,5,74,69.0,USD,,"ICS Specificity 91% ICER=$18, Nurses Wages Increased 25% ICER= $15, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $16, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $14.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-02961,2017-01-02961-32,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,1600,1,"$1,141.63 - $2,518.26",1,95,1141.63,2518.26,1376.63,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02819,2016-01-02819-07,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,620,1,363-2220,1,95,363,2220,1857.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2007-01-00105,2007-01-00105-01,17875014,Cost-effectiveness of annual targeted larviciding campaigns in Cambodia against the dengue vector Aedes aegypti.,"Schneider Institutes for Health Policy, Heller School, Brandeis University, Waltham, MA 02454-9110, USA. suaya@brandeis.edu",2007,Suaya,Jose A,JA,46,1,19-74,1,95,19,74,55.0,USD,,,3,Annual larvicide campaign,None,1,0,3.5,0
2017-01-02961,2017-01-02961-29,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,53,1,$38.75 - $78.70,1,95,38.75,78.70,39.95,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02395,2016-01-02395-02,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,90,1,38.45 to 240.43,1,95,38.45,240.43,201.98,USD,,,2,Antivenom for snakebite,Standard/Usual Care,0,0,5.5,0
2013-01-00773,2013-01-00773-06,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,23,1,$21/DALY averted ($9-$90),1,91,9,90,81.0,USD,,"ICS Specificity 91% ICER=$28, Nurses Wages Increased 25% ICER= $25, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $25, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $22.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-03707,2017-01-03707-04,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,730,1,"$382-$1,240",1,95,382,1240,858.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2013-01-00835,2013-01-00835-07,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,6800,1,3300 to 14200,1,95,3300,14200,10900.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2016-01-02819,2016-01-02819-06,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,190,1,148-855,1,95,148,855,707.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2017-01-02961,2017-01-02961-30,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,240,1,$155.21 - $399.22,1,95,155.21,399.22,244.01,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-02961,2017-01-02961-31,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,520,1,$375.43 - $789.96,1,95,375.43,789.96,414.53,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2017-01-03707,2017-01-03707-05,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,810,1,"$451-$1,353",1,95,451,1353,902.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2013-01-00835,2013-01-00835-08,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,5900,1,2900 to 12700,1,95,2900,12700,9800.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2016-01-02819,2016-01-02819-08,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,250,1,164-584,1,95,164,584,420.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00773,2013-01-00773-08,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,8,1,$7/DALY averted ($4-$18),1,91,4,18,14.0,USD,,"ICS Specificity 91% ICER=$8, Nurses Wages Increased 25% ICER= $8, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $8, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $7.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2017-01-02961,2017-01-02961-33,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,95,1,$66.28 - $145.62,1,95,66.24,145.62,79.38,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2013-01-00835,2013-01-00835-09,23912819,Where to deploy pre-exposure prophylaxis (PrEP) in sub-Saharan Africa?,"Department of Global Health, University of Washington, , Seattle, Washington, USA.",2013,Verguet,Stéphane,S,8800,1,4400 to 19400,1,95,4400,19400,15000.0,USD,,,2,Pre-exposure prophylaxis (PrEP) for reducing HIV transmission,"Standard/Usual Care- pre-existing male circumcision levels, antiretroviral therapy (ART) & codom use",1,0,4.0,0
2017-01-02961,2017-01-02961-34,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,170,1,$120.04 - $275.35,1,95,120.04,275.35,155.31,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02819,2016-01-02819-09,27461265,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere University College of Health Sciences,Kampala, Uganda.",2016,Kuznik,Andreas,A,310,1,199-601,1,95,199,601,402.0,USD,,,3,Sickle cell disease screening using isoelectric focusing (IEF),None,1,0,6.0,0
2013-01-00773,2013-01-00773-09,24223524,Antenatal Syphilis screening using point-of-care testing in Sub-Saharan African countries: a cost-effectiveness analysis.,"Infectious Diseases Institute, Makerere College of Health Sciences, Kampala, Uganda ; Pfizer, New York, New York, United States of America.",2013,Kuznik,Andreas,A,5,1,$5/DALY averted ($3-$13),1,91,3,13,10.0,USD,,"ICS Specificity 91% ICER=$7, Nurses Wages Increased 25% ICER= $5, Penicillin Efficacy in Reducing Neonatal Deat, RR=0.82 ICER= $6, Penicillin Efficacy in Reducing congential syphilis RR=0.57, ICER= $5.",3,Syphilis screening before third trimester + treat with three injections of benzathine penicillin if positive,None,1,0,6.0,0
2016-01-02395,2016-01-02395-03,27027633,Cost-Effectiveness of Antivenoms for Snakebite Envenoming in 16 Countries in West Africa.,"College of Health of Sciences, Bayero University, Kano, Nigeria.",2016,Hamza,Muhammad,,140,1,51.33-704.75,1,95,51.33,704.75,653.42,USD,,,2,Antivenom for snakebite,Standard/Usual Care,0,0,5.5,0
2017-01-03707,2017-01-03707-06,29190699,"Cost-effectiveness of expanding childhood routine immunization against Neisseria  meningitidis serogroups C, W and Y with a quadrivalent conjugate vaccine in the African meningitis belt.","Regeneron Pharmaceuticals, Tarrytown, NY, United States of America.",2017,Kuznik,Andreas,A,790,1,"$445-$1,329",1,95,445,1329,884.0,USD,,,2,Quadrivalent conjugate meningococcal vaccine,Standard/Usual Care- Conjugate serogroup A meningococcal vaccine,0,0,5.0,0
2007-01-00153,2007-01-00153-01,17363103,Cost-effectiveness of a folic acid fortification program in Chile.,"Instituto de Nutrici?n y Tecnolog?a de los Alimentos (INTA), Universidad de Chile, Chile. adolfo_llanos@pediatrix.com",2007,Llanos,Adolfo,A,120,1,89 (101-79),1,95,79,101,22.0,USD,,,3,Fortification of wheat flour with folic acid to prevent spina bifida,None,0,0,5.0,0
2007-01-00125,2007-01-00125-03,17612464,Potential cost-effectiveness of vaccination for rotavirus gastroenteritis in eight Latin American and Caribbean countries.,"Department of Global Health, Rollins School of Public Health, Emory University, Atlanta, Georgia 30322, USA. rrheing@sph.emory.edu",2007,Rheingans,Richard D,RD,14000,1,"ICER = $10656, range $8324 to $14348",1,95,8324,14348,6024.0,USD,,"Rotavirus Mortality Rate +20%  ICER = 9106 ; Incidence of hospitalization for rotavirus -20% ICER = 11526  , +20% ICER = 9786 ;  Incidence of outpatient visits for rotavirus -20% ICER = 11541, + 20% ICER= 9773 ;  Efficacy against rotavirus hospitalization 70% ICER = 11434, 94% ICER = 10190; Direct medical costs, hospitalization -20% ICER = 11525 , +20% ICER = 9787 ; Direct medical costs, outpatient visits -20% ICER = 11529, +20% ICER = 9784.",2,Rotarix vaccine,Standard/Usual Care- No universal vaccination and current use of oral rehydration therapy,1,0,6.5,0
2017-01-02961,2017-01-02961-35,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,400,1,$275.04 - $614.21,1,95,275.04,614.21,339.17,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02981,2016-01-02981-01,27986194,Cost-Effectiveness Study of HPV Vaccination as a Primary Prevention Strategy for  Anal Cancer in HIV-Positive Men in Chile.,"Pontificia Universidad Catolica de Chile, Santiago, Chile. Electronic address:Constanza.vargasparada@uq.net.au.",2016,Vargas Parada,Constanza,,160000,1,95936-221862,1,95,95936,221862,125926.0,USD,,,3,Human papilloma virus (HPV) vaccine; 70% coverage,None,1,0,6.0,0
2012-01-01059,2012-01-01059-01,22922527,Cost-effectiveness analysis of preventing mother-to-child transmission of hepatitis B by injecting hepatitis B immune globulin.,"Department of Maternal and Child Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China.",2012,Guo,Yan,Y,130,1,118.61 (CI 105.23 - 131.99),1,95,105.23,131.99,26.76,USD,,,3,Hepatitis B immune globulin injection (HBIG) (infant group) within 24 hours after birth to prevent mother-to-child hepatitis B transmission,None,0,1,3.5,1
2015-01-01788,2015-01-01788-01,26549905,Cost-effectiveness of a comprehensive programme for drug-resistant tuberculosis in China.,"World Health Organization, Geneva, Switzerland .",2015,Fitzpatrick,Christopher,C,42,1,,0,95,,,,USD,,,2,"Comprehensive programme included screening of all patients with sputum-smear-positive pulmonary tuberculosis, rapid diagnosis, standardized care and financial protection against catastrophic health expenditure",Standard/Usual Care- conventional drug-susceptibility testing recommended for all newly-diagnosed patients and for all previously-treated patients,0,0,5.0,0
2007-01-00167,2007-01-00167-01,17308266,What is the most cost-effective population-based cancer screening program for Chinese women?,"Department of Community Medicine and School of Public Health, University of Hong Kong, Pokfulam, Hong Kong, China.",2007,Woo,Pauline P S,PP,32000,1,"18,301 to 28,371",1,95,18301,28371,10070.0,USD,,,3,Pap smear screening every 5 years,None,1,0,5.5,0
